CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
100005740,Attrited Customer,27,M,1,Post-Graduate,Single,Less than $40K,Blue,34,4,4,1,34627.07,2383.5,32243.57,1.5,6181,142,1.92,0.07
100005741,Existing Customer,63,F,4,High School,Single,Less than $40K,Blue,34,5,3,4,13892.5,2011.17,11881.33,0.84,7207,71,0.29,0.14
100005742,Existing Customer,66,M,5,High School,Divorced,$120K +,Blue,24,1,1,0,6605.65,576.29,6029.36,2.17,14238,74,0.89,0.09
100005743,Attrited Customer,64,M,5,Graduate,Divorced,Less than $40K,Blue,38,3,3,3,26833.8,2466.33,24367.47,2.02,2890,143,2.22,0.09
100005744,Existing Customer,59,F,4,Doctorate,Single,Unknown,Blue,26,6,6,5,30740.28,909.22,29831.06,0.51,11133,22,1.63,0.03
100005745,Existing Customer,65,F,3,Doctorate,Single,$40K - $60K,Blue,23,4,5,1,2848.65,1394.78,1453.87,2.71,15937,77,1.44,0.49
100005746,Existing Customer,68,F,0,Post-Graduate,Divorced,Unknown,Blue,21,5,4,0,12317.81,183.83,12133.98,2.97,4965,19,2.91,0.01
100005747,Attrited Customer,50,F,0,Graduate,Divorced,$60K - $80K,Blue,60,6,5,2,28444.6,104.05,28340.55,0.6,3767,19,1.32,0.0
100005748,Attrited Customer,61,M,2,College,Single,$40K - $60K,Blue,49,4,6,6,24236.84,738.99,23497.85,0.97,5441,36,0.54,0.03
100005749,Existing Customer,41,F,1,Post-Graduate,Single,$120K +,Blue,39,4,0,4,26680.25,30.82,26649.43,2.5,17264,61,1.22,0.0
100005750,Existing Customer,43,F,3,Uneducated,Married,$40K - $60K,Blue,54,2,2,5,19468.79,694.05,18774.74,1.31,13160,24,2.9,0.04
100005751,Existing Customer,38,M,1,Uneducated,Divorced,Unknown,Blue,46,2,4,1,13982.53,1305.67,12676.86,0.36,18159,44,2.71,0.09
100005752,Existing Customer,62,F,3,Graduate,Divorced,$60K - $80K,Blue,49,4,0,0,28587.3,1727.23,26860.07,2.75,12202,99,2.56,0.06
100005753,Existing Customer,52,F,4,Uneducated,Single,$40K - $60K,Blue,31,6,2,5,19854.36,628.28,19226.08,1.67,6863,107,2.38,0.03
100005754,Attrited Customer,59,M,2,Graduate,Married,Less than $40K,Blue,23,2,0,0,18510.55,1018.39,17492.16,0.29,4626,120,1.69,0.06
100005755,Existing Customer,36,F,4,College,Divorced,$120K +,Blue,14,5,1,3,25984.7,957.26,25027.44,1.42,14048,149,1.18,0.04
100005756,Existing Customer,26,F,1,Doctorate,Married,Less than $40K,Blue,13,4,0,2,7489.48,818.94,6670.54,2.54,6650,50,2.4,0.11
100005757,Existing Customer,38,M,2,College,Married,Less than $40K,Blue,39,2,5,3,20924.15,971.48,19952.67,1.3,12179,130,0.81,0.05
100005758,Existing Customer,55,F,5,Graduate,Divorced,$120K +,Blue,33,5,0,1,11350.1,1220.22,10129.88,0.56,9501,51,1.44,0.11
100005759,Existing Customer,30,F,3,College,Single,$120K +,Blue,46,3,6,2,1729.28,496.25,1233.03,0.32,18317,115,2.56,0.29
100005760,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,56,3,1,1,26461.51,1161.49,25300.02,2.38,8319,77,1.21,0.04
100005761,Attrited Customer,39,M,2,College,Single,$60K - $80K,Blue,20,6,0,4,17139.31,651.17,16488.14,1.63,2177,26,2.22,0.04
100005762,Attrited Customer,38,F,4,Uneducated,Divorced,Less than $40K,Blue,34,4,2,1,31710.41,158.97,31551.44,1.1,17692,63,1.45,0.01
100005763,Existing Customer,57,F,2,Doctorate,Married,Unknown,Blue,28,1,0,5,18005.65,533.92,17471.73,2.51,12830,80,0.59,0.03
100005764,Attrited Customer,32,F,4,Doctorate,Single,Less than $40K,Blue,25,5,5,2,1346.43,2335.14,-988.71,0.52,5905,110,1.5,1.73
100005765,Existing Customer,33,M,2,Uneducated,Married,$120K +,Blue,43,6,5,6,14897.41,1263.12,13634.29,0.66,18940,129,0.2,0.08
100005766,Existing Customer,32,F,4,High School,Married,$120K +,Blue,51,6,0,1,6816.51,2456.44,4360.07,1.29,8071,56,2.34,0.36
100005767,Existing Customer,41,F,0,College,Married,$40K - $60K,Blue,47,6,1,6,32316.68,563.02,31753.66,0.31,12775,39,0.8,0.02
100005768,Existing Customer,68,M,2,College,Divorced,Less than $40K,Blue,44,4,2,3,16157.17,730.09,15427.08,2.59,16311,114,1.24,0.05
100005769,Attrited Customer,56,F,4,Graduate,Single,Less than $40K,Blue,21,2,1,0,18363.59,1601.08,16762.51,1.48,15884,60,1.18,0.09
100005770,Existing Customer,52,F,5,Graduate,Married,$120K +,Blue,24,3,0,1,13426.88,888.37,12538.51,1.86,1001,41,1.59,0.07
100005771,Existing Customer,58,F,1,Post-Graduate,Single,Unknown,Blue,45,2,1,2,18755.62,902.99,17852.63,0.33,630,91,2.29,0.05
100005772,Existing Customer,54,M,1,Uneducated,Divorced,Unknown,Blue,16,5,5,3,3814.93,2109.79,1705.14,2.63,5656,121,2.03,0.55
100005773,Existing Customer,33,M,2,Doctorate,Married,Less than $40K,Silver,17,4,1,6,16596.93,73.0,16523.93,2.91,19343,30,2.0,0.0
100005774,Existing Customer,58,F,2,Doctorate,Married,$60K - $80K,Blue,44,6,0,5,23557.07,1665.47,21891.6,2.69,4157,27,2.89,0.07
100005775,Existing Customer,66,F,3,High School,Married,$80K - $120K,Blue,16,3,0,2,13656.65,2200.8,11455.85,2.12,19119,60,0.41,0.16
100005776,Existing Customer,44,M,4,Uneducated,Single,$120K +,Blue,35,5,5,4,14350.69,435.65,13915.04,2.42,735,74,0.64,0.03
100005777,Existing Customer,46,F,2,College,Single,$120K +,Blue,58,3,5,0,29472.27,1008.72,28463.55,2.58,7815,99,0.36,0.03
100005778,Existing Customer,66,M,1,Post-Graduate,Married,Less than $40K,Blue,19,6,5,3,19245.29,2022.83,17222.46,0.81,6385,71,1.0,0.11
100005779,Existing Customer,46,M,1,Uneducated,Single,Unknown,Blue,29,3,6,0,20980.04,1337.67,19642.37,0.6,5827,93,0.64,0.06
100005780,Existing Customer,50,M,1,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,1,11091.77,894.26,10197.51,0.77,13368,121,1.15,0.08
100005781,Existing Customer,67,M,4,Uneducated,Married,$80K - $120K,Blue,29,4,0,6,17421.31,1564.81,15856.5,2.69,17771,67,1.79,0.09
100005782,Existing Customer,48,M,0,College,Married,Unknown,Blue,47,1,0,0,2834.66,811.79,2022.87,1.14,4288,67,0.59,0.29
100005783,Existing Customer,36,F,2,College,Married,$120K +,Platinum,37,1,4,1,15630.1,1565.77,14064.33,0.63,9275,10,0.54,0.1
100005784,Existing Customer,58,M,0,Uneducated,Divorced,$120K +,Blue,31,1,2,5,28291.65,362.58,27929.07,3.0,2323,148,1.92,0.01
100005785,Attrited Customer,45,F,4,Doctorate,Married,$120K +,Blue,31,1,4,3,6489.55,563.52,5926.03,0.67,16991,123,0.88,0.09
100005786,Existing Customer,50,F,5,Doctorate,Married,$60K - $80K,Blue,50,6,1,2,26992.24,36.71,26955.53,0.53,17547,95,0.96,0.0
100005787,Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,51,2,4,6,13723.33,461.22,13262.11,2.54,4041,118,1.01,0.03
100005788,Attrited Customer,65,M,3,College,Married,$60K - $80K,Blue,35,1,5,3,1920.1,326.81,1593.29,2.57,14860,149,0.87,0.17
100005789,Existing Customer,37,F,2,Graduate,Married,$120K +,Blue,31,2,4,2,33409.07,1495.24,31913.83,1.74,16318,57,1.87,0.04
100005790,Existing Customer,57,F,2,High School,Married,$80K - $120K,Blue,56,3,6,5,7166.16,2360.95,4805.21,0.97,1031,137,0.58,0.33
100005791,Existing Customer,58,F,2,Uneducated,Married,Less than $40K,Blue,15,2,2,2,12382.13,538.41,11843.72,1.06,7976,124,0.97,0.04
100005792,Attrited Customer,35,M,2,High School,Married,Less than $40K,Blue,33,3,3,0,17344.75,323.28,17021.47,1.05,5095,28,2.95,0.02
100005793,Attrited Customer,29,F,5,Graduate,Divorced,Unknown,Blue,36,1,6,6,33281.07,1338.21,31942.86,2.62,9459,45,1.29,0.04
100005794,Existing Customer,40,M,2,College,Single,$120K +,Platinum,32,2,6,2,20759.7,452.69,20307.01,0.25,15328,79,1.65,0.02
100005795,Existing Customer,31,M,4,College,Divorced,$120K +,Blue,29,3,2,4,31781.59,1354.1,30427.49,2.19,13832,24,0.99,0.04
100005796,Existing Customer,52,F,2,Doctorate,Divorced,$120K +,Blue,56,1,4,4,20191.82,1261.13,18930.69,2.87,784,15,2.27,0.06
100005797,Attrited Customer,30,F,5,College,Married,$120K +,Blue,57,6,1,0,7983.46,48.53,7934.93,2.31,18894,139,1.69,0.01
100005798,Attrited Customer,30,M,4,Doctorate,Married,$120K +,Blue,20,3,1,0,20188.64,2410.86,17777.78,1.57,12859,66,1.34,0.12
100005799,Existing Customer,43,M,2,Graduate,Married,$120K +,Blue,55,4,3,3,4415.11,503.52,3911.59,0.43,14485,49,2.94,0.11
100005800,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,20,3,0,4,4980.0,2237.09,2742.91,0.29,18722,86,0.28,0.45
100005801,Existing Customer,60,F,4,Uneducated,Single,$60K - $80K,Blue,44,1,5,5,4932.62,957.7,3974.92,0.78,14365,111,0.76,0.19
100005802,Existing Customer,47,F,2,Uneducated,Single,$80K - $120K,Blue,52,6,5,4,1416.59,395.94,1020.65,1.91,13397,87,2.82,0.28
100005803,Existing Customer,59,F,5,High School,Divorced,$120K +,Blue,18,5,5,2,6143.75,266.96,5876.79,1.47,8387,135,2.99,0.04
100005804,Existing Customer,29,F,1,College,Single,$80K - $120K,Blue,44,4,4,3,13001.28,1276.7,11724.58,1.89,18925,51,1.69,0.1
100005805,Existing Customer,43,M,2,Doctorate,Divorced,Unknown,Blue,13,2,0,3,3451.95,904.62,2547.33,0.44,5626,63,2.74,0.26
100005806,Existing Customer,66,M,3,Uneducated,Married,Less than $40K,Blue,19,4,1,3,1209.54,2293.77,-1084.23,2.52,9196,55,2.15,1.9
100005807,Attrited Customer,51,M,4,College,Divorced,$80K - $120K,Platinum,44,1,0,1,4817.24,503.6,4313.64,2.1,1508,12,2.87,0.1
100005808,Existing Customer,67,M,5,Post-Graduate,Divorced,Less than $40K,Gold,46,3,2,2,32825.97,1809.11,31016.86,1.99,7904,115,1.33,0.06
100005809,Existing Customer,47,M,2,Post-Graduate,Single,$40K - $60K,Blue,40,5,6,0,18871.68,464.48,18407.2,0.68,9046,66,1.91,0.02
100005810,Existing Customer,72,F,2,Uneducated,Divorced,$60K - $80K,Blue,43,1,5,6,15790.8,2179.27,13611.53,1.73,7917,36,2.56,0.14
100005811,Attrited Customer,58,M,4,High School,Married,$40K - $60K,Blue,12,6,2,6,17563.35,1276.14,16287.21,0.92,4267,132,0.68,0.07
100005812,Existing Customer,68,F,0,High School,Married,Less than $40K,Blue,42,3,3,5,19863.49,2078.01,17785.48,2.81,3608,36,0.64,0.1
100005813,Existing Customer,39,M,5,High School,Married,Unknown,Blue,46,6,6,3,4666.26,1093.78,3572.48,1.51,14393,129,1.37,0.23
100005814,Existing Customer,56,M,5,College,Married,$40K - $60K,Blue,51,6,0,2,20881.72,438.13,20443.59,1.06,19562,98,0.57,0.02
100005815,Existing Customer,35,F,1,Post-Graduate,Single,Less than $40K,Blue,55,1,3,5,29363.59,1348.33,28015.26,2.86,15485,143,0.9,0.05
100005816,Existing Customer,49,M,1,College,Divorced,$40K - $60K,Blue,50,6,2,2,20061.94,681.37,19380.57,0.78,17344,75,2.07,0.03
100005817,Existing Customer,46,M,2,Graduate,Divorced,Less than $40K,Blue,31,5,5,2,31023.62,461.55,30562.07,1.58,6362,88,0.67,0.01
100005818,Attrited Customer,33,M,4,Graduate,Divorced,$60K - $80K,Platinum,44,3,2,4,5699.83,2259.45,3440.38,0.68,10524,83,2.09,0.4
100005819,Existing Customer,57,M,3,Uneducated,Divorced,Unknown,Blue,34,5,3,6,29080.14,1378.6,27701.54,0.46,7846,45,1.36,0.05
100005820,Attrited Customer,56,F,2,Graduate,Married,$60K - $80K,Blue,14,3,2,5,23528.89,2000.78,21528.11,0.35,16024,39,2.97,0.09
100005821,Existing Customer,59,M,1,High School,Single,$60K - $80K,Blue,23,4,6,0,21524.85,1939.92,19584.93,0.24,2265,11,2.57,0.09
100005822,Existing Customer,48,M,2,Uneducated,Divorced,Less than $40K,Blue,19,1,0,3,21018.29,2.69,21015.6,2.19,10283,107,2.43,0.0
100005823,Existing Customer,50,M,4,Post-Graduate,Divorced,$80K - $120K,Blue,52,2,4,0,5044.17,2214.68,2829.49,1.29,12477,37,1.03,0.44
100005824,Existing Customer,32,M,5,Doctorate,Single,$40K - $60K,Blue,58,2,4,0,22826.04,1933.41,20892.63,2.78,17748,69,2.41,0.08
100005825,Existing Customer,44,M,5,Post-Graduate,Divorced,$40K - $60K,Blue,22,1,2,4,14558.53,671.87,13886.66,1.95,18194,30,1.32,0.05
100005826,Existing Customer,32,M,5,Graduate,Single,$40K - $60K,Silver,37,6,4,0,3150.73,573.34,2577.39,2.46,11497,118,1.8,0.18
100005827,Existing Customer,72,M,5,Graduate,Divorced,Unknown,Blue,34,6,4,6,7978.71,142.07,7836.64,0.99,14080,90,1.49,0.02
100005828,Existing Customer,33,M,3,Post-Graduate,Single,$40K - $60K,Blue,49,2,4,0,16047.65,231.25,15816.4,0.8,19671,50,2.36,0.01
100005829,Existing Customer,39,F,0,Graduate,Divorced,$60K - $80K,Gold,16,5,5,2,34761.26,486.43,34274.83,1.44,528,93,1.73,0.01
100005830,Attrited Customer,26,F,3,Graduate,Married,$80K - $120K,Blue,43,2,5,2,15642.65,8.69,15633.96,2.52,19552,69,1.96,0.0
100005831,Existing Customer,38,F,2,College,Divorced,$40K - $60K,Silver,16,1,6,3,6092.46,789.58,5302.88,1.54,10314,105,1.76,0.13
100005832,Existing Customer,28,M,1,Doctorate,Married,$80K - $120K,Blue,59,6,2,6,31658.12,2305.58,29352.54,1.74,10925,113,2.71,0.07
100005833,Existing Customer,53,M,4,Doctorate,Single,Less than $40K,Blue,26,4,4,1,2198.08,1388.11,809.97,1.2,17039,52,2.85,0.63
100005834,Existing Customer,63,F,2,Post-Graduate,Married,Less than $40K,Blue,54,6,3,3,5308.71,1451.51,3857.2,1.86,3676,82,1.4,0.27
100005835,Existing Customer,40,F,0,Post-Graduate,Divorced,Unknown,Blue,34,1,5,3,17106.64,592.02,16514.62,1.62,12468,12,1.62,0.03
100005836,Attrited Customer,61,F,4,Graduate,Married,$40K - $60K,Blue,60,1,3,6,4154.48,562.8,3591.68,1.49,13329,125,0.68,0.14
100005837,Existing Customer,28,F,4,High School,Married,$120K +,Blue,39,3,6,2,20433.91,918.26,19515.65,1.74,7145,53,1.07,0.04
100005838,Existing Customer,29,M,4,College,Divorced,Unknown,Blue,30,2,6,0,6364.08,655.43,5708.65,1.37,19387,125,2.32,0.1
100005839,Existing Customer,30,F,2,High School,Single,$60K - $80K,Blue,28,2,4,6,23129.15,2146.01,20983.14,2.4,19241,87,2.0,0.09
100005840,Existing Customer,51,M,0,Graduate,Married,Unknown,Blue,26,3,1,4,5000.58,443.68,4556.9,0.39,17481,53,1.9,0.09
100005841,Existing Customer,50,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,24,5,1,5,28543.55,1687.16,26856.39,1.19,6451,37,1.5,0.06
100005842,Existing Customer,35,M,4,High School,Married,$60K - $80K,Blue,34,5,3,6,25950.22,1224.04,24726.18,2.31,13799,88,1.33,0.05
100005843,Existing Customer,33,M,4,Doctorate,Single,$40K - $60K,Blue,29,6,3,3,32463.71,1693.09,30770.62,1.22,18943,59,0.85,0.05
100005844,Attrited Customer,37,M,1,Uneducated,Single,$60K - $80K,Blue,34,3,6,1,3326.21,2086.74,1239.47,1.51,3499,103,2.76,0.63
100005845,Existing Customer,28,M,3,High School,Single,$120K +,Blue,27,2,4,3,19880.1,853.41,19026.69,1.3,4230,12,2.93,0.04
100005846,Existing Customer,52,F,2,Post-Graduate,Married,$120K +,Blue,31,5,2,0,25101.02,1351.82,23749.2,1.18,5399,83,0.8,0.05
100005847,Existing Customer,48,M,0,Doctorate,Divorced,Unknown,Blue,36,5,3,3,31690.59,1247.24,30443.35,1.74,4737,90,1.35,0.04
100005848,Existing Customer,65,M,4,Graduate,Single,Less than $40K,Blue,43,4,4,0,17389.83,933.11,16456.72,0.66,10708,117,0.68,0.05
100005849,Existing Customer,58,F,2,High School,Divorced,Unknown,Platinum,32,5,3,0,33344.73,2029.87,31314.86,1.42,5240,26,2.19,0.06
100005850,Existing Customer,39,F,3,Graduate,Single,$40K - $60K,Blue,12,2,5,4,5164.3,25.65,5138.65,2.31,4120,45,2.06,0.0
100005851,Attrited Customer,48,F,2,College,Married,$120K +,Blue,39,4,3,4,15729.79,775.27,14954.52,0.23,3813,105,0.26,0.05
100005852,Attrited Customer,56,F,3,Uneducated,Married,$120K +,Blue,38,4,6,5,9607.85,2080.25,7527.6,1.89,7198,33,1.07,0.22
100005853,Attrited Customer,38,M,2,Post-Graduate,Single,Unknown,Blue,38,6,4,5,6283.2,2180.3,4102.9,2.95,6954,11,1.11,0.35
100005854,Existing Customer,37,F,1,Post-Graduate,Divorced,$40K - $60K,Blue,56,2,4,3,10750.59,1734.17,9016.42,1.33,15436,111,2.21,0.16
100005855,Existing Customer,60,M,2,Graduate,Divorced,Unknown,Blue,47,3,0,5,23600.41,851.94,22748.47,1.71,9671,144,0.69,0.04
100005856,Existing Customer,43,F,5,Uneducated,Single,Unknown,Blue,23,1,2,4,17428.88,2055.81,15373.07,0.59,7932,125,2.78,0.12
100005857,Existing Customer,46,M,1,Doctorate,Married,Unknown,Blue,26,5,6,1,7172.66,210.12,6962.54,2.18,12607,85,0.43,0.03
100005858,Existing Customer,70,F,3,Post-Graduate,Divorced,$40K - $60K,Blue,31,6,6,6,2078.47,663.49,1414.98,1.37,19264,72,0.8,0.32
100005859,Existing Customer,72,F,4,High School,Divorced,Less than $40K,Blue,55,3,5,2,32398.99,231.24,32167.75,2.35,17667,63,0.27,0.01
100005860,Existing Customer,67,F,4,Post-Graduate,Married,$120K +,Blue,30,1,0,5,11680.63,275.8,11404.83,0.55,11939,62,2.98,0.02
100005861,Existing Customer,26,F,2,High School,Divorced,$60K - $80K,Blue,37,2,0,6,5337.89,1482.61,3855.28,0.41,13148,124,2.52,0.28
100005862,Existing Customer,63,M,0,Post-Graduate,Single,$40K - $60K,Blue,58,5,0,6,5969.02,180.24,5788.78,0.99,713,75,2.1,0.03
100005863,Existing Customer,66,F,2,High School,Married,$40K - $60K,Blue,32,3,0,3,9616.48,1699.58,7916.9,0.69,16359,13,2.96,0.18
100005864,Existing Customer,67,M,1,College,Single,$40K - $60K,Blue,48,1,5,5,8847.61,872.08,7975.53,2.49,15415,29,0.24,0.1
100005865,Existing Customer,72,M,1,Graduate,Married,Unknown,Blue,54,6,0,4,10504.71,139.26,10365.45,2.32,19039,67,2.55,0.01
100005866,Existing Customer,34,F,3,Doctorate,Single,Unknown,Blue,21,2,5,1,8667.34,714.02,7953.32,2.91,8730,103,2.12,0.08
100005867,Existing Customer,48,F,2,Doctorate,Single,$40K - $60K,Blue,39,6,3,2,15641.99,998.25,14643.74,0.39,15968,108,0.65,0.06
100005868,Existing Customer,39,M,3,College,Single,$120K +,Blue,37,4,6,5,27030.52,916.39,26114.13,1.0,17889,83,2.43,0.03
100005869,Existing Customer,36,M,0,Doctorate,Divorced,$60K - $80K,Blue,24,4,6,1,1924.08,1275.32,648.76,2.92,2711,22,2.38,0.66
100005870,Existing Customer,32,M,4,High School,Divorced,Less than $40K,Blue,36,4,0,5,7475.73,1256.97,6218.76,0.5,3236,13,1.03,0.17
100005871,Existing Customer,56,M,4,Doctorate,Single,$80K - $120K,Blue,42,2,6,3,25207.52,899.05,24308.47,1.57,13388,31,1.53,0.04
100005872,Existing Customer,49,M,2,Graduate,Single,$120K +,Blue,31,1,4,2,6061.93,2248.05,3813.88,2.04,2498,116,0.3,0.37
100005873,Existing Customer,51,F,3,Uneducated,Married,$120K +,Blue,26,2,5,5,26205.2,550.04,25655.16,0.84,9792,84,0.22,0.02
100005874,Existing Customer,55,F,3,High School,Divorced,$80K - $120K,Blue,29,4,6,4,18503.53,850.72,17652.81,2.37,19142,46,0.93,0.05
100005875,Existing Customer,59,M,0,Doctorate,Single,$80K - $120K,Blue,51,2,2,6,30974.91,1384.16,29590.75,2.59,9350,136,1.06,0.04
100005876,Attrited Customer,71,F,3,Post-Graduate,Divorced,$40K - $60K,Blue,34,5,1,0,1345.44,613.17,732.27,1.31,1338,135,2.59,0.46
100005877,Existing Customer,63,M,5,Post-Graduate,Married,$60K - $80K,Blue,14,1,1,5,27668.12,375.57,27292.55,2.17,14180,147,1.49,0.01
100005878,Existing Customer,30,F,5,Uneducated,Single,$120K +,Blue,22,6,3,6,20455.17,15.81,20439.36,1.69,11257,40,2.84,0.0
100005879,Existing Customer,30,M,1,College,Divorced,$120K +,Blue,38,5,5,4,16941.87,2363.25,14578.62,2.1,12559,131,2.04,0.14
100005880,Existing Customer,44,F,5,High School,Married,Less than $40K,Blue,48,6,0,5,5954.47,1960.52,3993.95,1.46,2386,38,1.95,0.33
100005881,Existing Customer,63,F,5,Post-Graduate,Single,$80K - $120K,Blue,23,4,4,5,8958.15,2222.13,6736.02,0.29,18112,120,1.1,0.25
100005882,Existing Customer,53,M,1,Graduate,Divorced,$80K - $120K,Blue,44,1,6,6,27725.02,100.56,27624.46,1.11,8897,139,0.85,0.0
100005883,Attrited Customer,51,F,5,Uneducated,Married,$120K +,Blue,39,5,6,0,6066.3,183.48,5882.82,1.03,12415,34,1.49,0.03
100005884,Existing Customer,67,M,5,College,Married,$80K - $120K,Blue,17,2,1,6,18929.8,1379.96,17549.84,2.79,12626,138,2.3,0.07
100005885,Existing Customer,48,M,1,College,Divorced,$40K - $60K,Blue,17,3,0,1,8059.41,57.88,8001.53,1.43,10542,17,1.23,0.01
100005886,Existing Customer,71,F,2,Graduate,Single,Less than $40K,Blue,55,6,1,5,17635.24,678.5,16956.74,2.73,12218,125,2.55,0.04
100005887,Attrited Customer,55,M,1,Doctorate,Divorced,$120K +,Gold,32,2,1,0,9661.17,2431.56,7229.61,0.22,3927,75,2.16,0.25
100005888,Existing Customer,28,F,1,Graduate,Married,Unknown,Gold,36,4,0,0,12937.79,893.64,12044.15,1.97,18500,146,0.64,0.07
100005889,Existing Customer,53,F,5,Doctorate,Married,Less than $40K,Blue,58,3,2,1,28283.1,2448.5,25834.6,1.48,10747,37,1.16,0.09
100005890,Existing Customer,58,M,4,Uneducated,Single,Unknown,Blue,47,6,6,5,2261.99,296.3,1965.69,0.33,5185,144,0.33,0.13
100005891,Existing Customer,67,F,5,Graduate,Divorced,$40K - $60K,Blue,29,1,6,5,32426.13,962.79,31463.34,1.51,14077,119,1.29,0.03
100005892,Existing Customer,28,M,2,Post-Graduate,Single,Less than $40K,Blue,55,6,2,1,11858.98,14.52,11844.46,1.27,3913,114,1.55,0.0
100005893,Existing Customer,30,M,1,College,Single,Unknown,Blue,50,3,3,0,21265.43,1478.79,19786.64,0.8,19288,41,2.53,0.07
100005894,Existing Customer,44,F,0,Doctorate,Married,$80K - $120K,Blue,16,6,6,0,8539.65,854.39,7685.26,0.42,1091,10,1.35,0.1
100005895,Existing Customer,67,M,1,Graduate,Divorced,$120K +,Blue,34,6,4,3,13196.99,1259.95,11937.04,2.41,18617,20,1.93,0.1
100005896,Attrited Customer,26,F,2,High School,Divorced,Less than $40K,Platinum,34,1,0,4,16628.62,1986.8,14641.82,1.9,3363,64,1.21,0.12
100005897,Existing Customer,63,F,3,Graduate,Married,$60K - $80K,Blue,34,5,1,2,24417.39,1377.97,23039.42,1.85,10277,33,2.12,0.06
100005898,Attrited Customer,34,M,5,Doctorate,Married,$120K +,Blue,46,6,2,1,30685.07,1663.18,29021.89,2.74,2082,66,0.69,0.05
100005899,Existing Customer,30,F,4,College,Divorced,Less than $40K,Blue,40,5,6,1,30448.4,1180.48,29267.92,0.23,3580,78,0.81,0.04
100005900,Existing Customer,71,M,4,Post-Graduate,Single,$120K +,Blue,16,6,4,0,12458.31,1869.76,10588.55,1.72,12516,108,2.61,0.15
100005901,Existing Customer,67,M,5,Graduate,Single,Unknown,Blue,28,6,5,1,4016.21,1506.27,2509.94,2.87,7651,71,1.2,0.38
100005902,Existing Customer,59,M,5,Post-Graduate,Divorced,Less than $40K,Blue,49,5,4,4,32450.63,2164.61,30286.02,1.46,8245,94,0.9,0.07
100005903,Existing Customer,62,M,2,High School,Single,Less than $40K,Blue,13,5,0,5,2043.67,1889.73,153.94,1.52,1336,103,0.23,0.92
100005904,Existing Customer,58,F,1,Doctorate,Single,$80K - $120K,Blue,30,6,6,3,30956.2,580.11,30376.09,0.39,6019,95,2.21,0.02
100005905,Existing Customer,50,M,0,College,Married,Less than $40K,Blue,58,5,0,5,1877.97,1311.2,566.77,2.17,19430,83,1.51,0.7
100005906,Existing Customer,67,M,1,Uneducated,Single,$60K - $80K,Blue,14,3,0,5,34205.1,2187.38,32017.72,2.33,13691,67,0.69,0.06
100005907,Existing Customer,54,M,1,College,Married,$80K - $120K,Blue,41,1,2,3,1379.01,2147.25,-768.24,0.59,16015,109,2.65,1.56
100005908,Existing Customer,50,F,0,Doctorate,Single,$60K - $80K,Blue,44,5,3,6,1577.97,1192.84,385.13,1.99,7056,149,2.44,0.76
100005909,Existing Customer,34,F,4,Uneducated,Divorced,Unknown,Blue,34,5,3,0,18296.18,784.45,17511.73,1.25,17376,118,0.98,0.04
100005910,Existing Customer,28,M,1,Uneducated,Married,$60K - $80K,Blue,37,1,3,5,23670.17,526.57,23143.6,1.78,15892,14,0.82,0.02
100005911,Attrited Customer,40,F,3,College,Divorced,$40K - $60K,Blue,41,3,6,5,12994.56,485.87,12508.69,2.09,11718,14,1.37,0.04
100005912,Existing Customer,29,F,3,Doctorate,Married,$60K - $80K,Blue,30,6,6,0,21600.49,359.6,21240.89,0.48,15269,53,1.22,0.02
100005913,Existing Customer,70,M,2,Uneducated,Single,Less than $40K,Blue,50,5,6,2,29759.14,2499.07,27260.07,1.04,18871,142,0.64,0.08
